srch_id,prop_id,score
30150,48390,0
30150,53627,0
30150,54584,0
30150,63557,0
30150,65916,0
30150,71259,0
30150,73926,0
30150,81384,0
30150,82610,0
30150,85392,0
30150,86443,0
30150,89874,0
30150,94813,0
30150,112519,0
30150,117559,0
30150,119541,0
30150,125089,0
30150,136707,0
30150,138056,0
30151,1237,0
30151,6559,0
30151,6739,0
30151,11291,0
30151,11341,0
30151,13463,0
30151,16876,0
30151,19780,0
30151,21518,0
30151,25069,0
30151,25375,0
30151,33282,0
30151,34439,0
30151,35992,0
30151,39486,0
30151,43875,0
30151,45201,0
30151,74783,0
30151,78585,0
30151,78845,0
30151,82271,0
30151,90776,0
30151,92368,0
30151,92584,0
30151,100240,0
30151,106484,0
30151,107645,0
30151,114166,0
30151,118240,0
30151,120028,0
30151,121412,0
30151,126332,0
30151,128621,0
30152,3825,0
30152,40057,0
30152,63281,0
30152,87025,0
30152,103651,0
30152,132479,0
30154,149,0
30154,9128,0
30154,10895,0
30154,13158,0
30154,19055,0
30154,19675,0
30154,26052,0
30154,27982,0
30154,35328,0
30154,36183,0
30154,40027,0
30154,40209,0
30154,55011,0
30154,56431,0
30154,58883,0
30154,59389,0
30154,78814,0
30154,79737,0
30154,95914,0
30154,96284,0
30154,96994,0
30154,102366,0
30154,118666,0
30154,122153,0
30154,132383,0
30154,132669,0
30154,134406,0
30154,138900,0
30155,798,0
30155,2214,0
30155,2827,0
30155,11197,0
30155,14469,0
30155,14922,0
30155,14923,0
30155,16463,0
30155,18006,0
30155,18961,0
30155,30374,0
30155,36990,0
30155,39623,0
30155,52921,0
30155,53003,0
30155,63922,0
30155,64217,0
30155,67658,0
30155,70747,0
30155,93131,0
30155,95382,0
30155,105932,0
30155,108956,0
30155,115180,0
30155,127697,0
30155,130440,0
30155,133555,0
30155,137210,0
30156,1437,0
30156,5853,0
30156,6852,0
30156,10538,0
30156,12651,0
30156,18206,0
30156,28679,0
30156,34860,0
30156,38917,0
30156,39849,0
30156,40491,0
30156,42101,0
30156,47102,0
30156,48985,0
30156,49210,0
30156,55230,0
30156,56255,0
30156,57001,0
30156,59131,0
30156,61179,0
30156,61950,0
30156,65235,0
30156,65779,0
30156,75317,0
30156,81089,0
30156,105449,0
30156,109950,0
30156,112575,0
30156,120828,0
30156,125378,0
30156,126116,0
30156,133321,0
30156,138445,0
30157,9072,0
30157,12681,0
30157,25938,0
30157,26788,0
30157,27152,0
30157,53736,0
30157,60255,0
30157,62058,0
30157,76458,0
30157,89348,0
30157,93616,0
30157,131979,0
30157,137122,0
30157,137647,0
30159,924,0
30159,10132,0
30159,14515,0
30159,19931,0
30159,20087,0
30159,23723,0
30159,38164,0
30159,39842,0
30159,40836,0
30159,45875,0
30159,50432,0
30159,61639,0
30159,62152,0
30159,69411,0
30159,75781,0
30159,76969,0
30159,80833,0
30159,90386,0
30159,93485,0
30159,98714,0
30159,105534,0
30159,113035,0
30159,117870,0
30159,121162,0
30159,122895,0
30159,128632,0
30159,130541,0
30159,131958,0
30159,132972,0
30159,138205,0
30159,138371,0
30159,139847,0
30160,19143,0
30160,25510,0
30160,32504,0
30160,58180,0
30160,102814,0
30160,135257,0
30160,136700,0
30160,137089,0
30161,3294,0
30161,5538,0
30161,7928,0
30161,10268,0
30161,30467,0
30161,42834,0
30161,57240,0
30161,66989,0
30161,74594,0
30161,77113,0
30161,93714,0
30161,99937,0
30161,108401,0
30161,112998,0
30161,115418,0
30161,121166,0
30161,121667,0
30161,122084,0
30161,122789,0
30161,132694,0
30161,140495,0
30162,6158,0
30162,6616,0
30162,18971,0
30162,23620,0
30162,25700,0
30162,28486,0
30162,29616,0
30162,39000,0
30162,43910,0
30162,45340,0
30162,48409,0
30162,49708,0
30162,53507,0
30162,54644,0
30162,56704,0
30162,57879,0
30162,60315,0
30162,65641,0
30162,70825,0
30162,71155,0
30162,76088,0
30162,77242,0
30162,84265,0
30162,90868,0
30162,93267,0
30162,95511,0
30162,110199,0
30162,113323,0
30162,113431,0
30162,113705,0
30162,117402,0
30162,122911,0
30162,124180,0
30162,134663,0
30167,792,0
30167,4141,0
30167,9288,0
30167,17926,0
30167,20379,0
30167,23881,0
30167,53972,0
30167,54406,0
30167,62083,0
30167,67402,0
30167,67435,0
30167,79811,0
30167,85251,0
30167,88067,0
30167,94655,0
30167,95553,0
30167,102333,0
30167,103757,0
30167,108448,0
30167,112900,0
30167,117037,0
30167,118086,0
30167,140078,0
30167,140138,0
30168,5812,0
30168,11112,0
30168,11218,0
30168,16643,0
30168,17579,0
30168,24226,0
30168,27199,0
30168,27626,0
30168,28531,0
30168,37140,0
30168,38752,0
30168,39042,0
30168,43021,0
30168,43421,0
30168,54505,0
30168,70573,0
30168,72405,0
30168,84566,0
30168,89112,0
30168,92240,0
30168,93241,0
30168,95662,0
30168,103890,0
30168,107718,0
30168,110158,0
30168,115835,0
30168,120079,0
30168,120093,0
30168,124092,0
30168,134594,0
30168,135559,0
30169,12633,0
30169,15207,0
30169,15443,0
30169,21264,0
30169,23868,0
30169,28940,0
30169,38419,0
30169,39557,0
30169,46443,0
30169,54004,0
30169,59642,0
30169,60468,0
30169,60846,0
30169,61127,0
30169,66253,0
30169,70177,0
30169,71086,0
30169,73820,0
30169,77795,0
30169,78500,0
30169,79187,0
30169,89699,0
30169,90845,0
30169,91390,0
30169,95143,0
30169,105377,0
30169,109764,0
30169,110263,0
30169,110654,0
30169,110767,0
30169,116942,0
30169,131717,0
30169,132451,0
30170,323,0
30170,11050,0
30170,18065,0
30170,24570,0
30170,27276,0
30170,38947,0
30170,41764,0
30170,51227,0
30170,56965,0
30170,60095,0
30170,62697,0
30170,66488,0
30170,71579,0
30170,73297,0
30170,73599,0
30170,78311,0
30170,79980,0
30170,81985,0
30170,87184,0
30170,91967,0
30170,93839,0
30170,99593,0
30170,101428,0
30170,105251,0
30170,110458,0
30170,117515,0
30170,120602,0
30170,123694,0
30170,123939,0
30170,125201,0
30170,130724,0
30170,132285,0
30172,1533,0
30172,4629,0
30172,6440,0
30172,14126,0
30172,22673,0
30172,27999,0
30172,28159,0
30172,32760,0
30172,32867,0
30172,34436,0
30172,37145,0
30172,41467,0
30172,42712,0
30172,43587,0
30172,44791,0
30172,48066,0
30172,51912,0
30172,64433,0
30172,75249,0
30172,79934,0
30172,80949,0
30172,86846,0
30172,96836,0
30172,107963,0
30172,109727,0
30172,113433,0
30172,122708,0
30172,123004,0
30172,132363,0
30172,135208,0
30173,567,0
30173,786,0
30173,16596,0
30173,22008,0
30173,34227,0
30173,38072,0
30173,52059,0
30173,54734,0
30173,55876,0
30173,58187,0
30173,69835,0
30173,78458,0
30173,92755,0
30173,97126,0
30173,100143,0
30173,104103,0
30173,106784,0
30173,107942,0
30173,109376,0
30173,109667,0
30173,110541,0
30173,112243,0
30173,112490,0
30173,112547,0
30173,113146,0
30173,115102,0
30173,120795,0
30173,129486,0
30173,133270,0
30173,136626,0
30173,138871,0
30175,149,0
30175,10438,0
30175,15705,0
30175,16128,0
30175,25464,0
30175,27982,0
30175,36183,0
30175,54517,0
30175,56761,0
30175,58079,0
30175,58094,0
30175,59389,0
30175,72122,0
30175,86442,0
30175,115234,0
30175,118666,0
30175,132669,0
30175,134568,0
30176,1211,0
30176,5132,0
30176,7377,0
30176,8374,0
30176,25979,0
30176,28517,0
30176,35010,0
30176,38064,0
30176,38913,0
30176,40048,0
30176,49928,0
30176,52263,0
30176,54359,0
30176,57125,0
30176,57934,0
30176,59042,0
30176,64872,0
30176,69171,0
30176,70624,0
30176,72631,0
30176,77574,0
30176,78150,0
30176,78642,0
30176,79106,0
30176,87154,0
30176,87256,0
30176,90920,0
30176,93594,0
30176,98719,0
30176,113402,0
30176,120248,0
30176,123709,0
30176,126789,0
30176,135238,0
30182,8212,0
30182,9253,0
30182,11066,0
30182,12248,0
30182,19731,0
30182,24996,0
30182,31750,0
30182,32625,0
30182,35245,0
30182,36029,0
30182,40629,0
30182,40974,0
30182,44693,0
30182,48090,0
30182,52681,0
30182,52838,0
30182,56417,0
30182,57997,0
30182,59779,0
30182,72684,0
30182,103937,0
30182,104087,0
30182,111860,0
30182,115779,0
30182,117667,0
30182,119952,0
30182,121071,0
30182,127482,0
30183,3583,0
30183,6603,0
30183,8224,0
30183,8626,0
30183,9206,0
30183,12869,0
30183,19278,0
30183,21891,0
30183,23435,0
30183,26194,0
30183,27567,0
30183,36416,0
30183,38196,0
30183,38357,0
30183,38751,0
30183,40692,0
30183,44960,0
30183,52558,0
30183,57961,0
30183,64817,0
30183,68280,0
30183,71127,0
30183,76536,0
30183,80145,0
30183,89593,0
30183,94634,0
30183,95193,0
30183,103916,0
30183,109768,0
30183,112383,0
30183,120068,0
30183,134758,0
30183,140040,0
30184,7341,0
30184,12241,0
30184,28526,0
30184,46611,0
30184,49532,0
30184,76384,0
30184,84829,0
30184,90266,0
30184,125881,0
30185,1811,0
30185,2933,0
30185,3271,0
30185,7670,0
30185,11690,0
30185,14798,0
30185,21219,0
30185,27421,0
30185,31773,0
30185,33138,0
30185,34439,0
30185,35956,0
30185,41552,0
30185,41867,0
30185,49536,0
30185,58859,0
30185,59263,0
30185,64610,0
30185,69680,0
30185,73141,0
30185,74804,0
30185,75631,0
30185,79044,0
30185,81798,0
30185,84141,0
30185,84767,0
30185,100255,0
30185,119251,0
30185,120624,0
30185,138098,0
30185,139776,0
30186,210,0
30186,15710,0
30186,17154,0
30186,25889,0
30186,29304,0
30186,32794,0
30186,34624,0
30186,37917,0
30186,41139,0
30186,41364,0
30186,47119,0
30186,47707,0
30186,52927,0
30186,53639,0
30186,59350,0
30186,63200,0
30186,65346,0
30186,65689,0
30186,66457,0
30186,76191,0
30186,78114,0
30186,82857,0
30186,85349,0
30186,89401,0
30186,97201,0
30186,109182,0
30186,113400,0
30186,114404,0
30186,114410,0
30186,118739,0
30186,128295,0
30186,128812,0
30186,138984,0
30190,7237,0
30190,8522,0
30190,16202,0
30190,24662,0
30190,35288,0
30190,38358,0
30190,49168,0
30190,63859,0
30190,67640,0
30190,70335,0
30190,76808,0
30190,82076,0
30190,107599,0
30190,110202,0
30190,113040,0
30190,121356,0
30190,128015,0
30190,132337,0
30190,132452,0
30190,138227,0
30191,12309,0
30191,13956,0
30191,30038,0
30191,39870,0
30191,43013,0
30191,45586,0
30191,46263,0
30191,46656,0
30191,46669,0
30191,51998,0
30191,56241,0
30191,59589,0
30191,59870,0
30191,62961,0
30191,63772,0
30191,69532,0
30191,72895,0
30191,72896,0
30191,74167,0
30191,74504,0
30191,83593,0
30191,84201,0
30191,86881,0
30191,94552,0
30191,96693,0
30191,111577,0
30191,113231,0
30191,113530,0
30191,114214,0
30191,128803,0
30191,130223,0
30191,134738,0
30193,1064,0
30193,7264,0
30193,9222,0
30193,9775,0
30193,11429,0
30193,12915,0
30193,14437,0
30193,14770,0
30193,18280,0
30193,24050,0
30193,24096,0
30193,27619,0
30193,34304,0
30193,35495,0
30193,43228,0
30193,43757,0
30193,51517,0
30193,51899,0
30193,52839,0
30193,66380,0
30193,66861,0
30193,67144,0
30193,68153,0
30193,72106,0
30193,74580,0
30193,93609,0
30193,93795,0
30193,96104,0
30193,97689,0
30193,103812,0
30193,122659,0
30193,127468,0
30193,136353,0
30194,3728,0
30194,8834,0
30194,21243,0
30194,22529,0
30194,25253,0
30194,30320,0
30194,44111,0
30194,48520,0
30194,49062,0
30194,50856,0
30194,52148,0
30194,58684,0
30194,59422,0
30194,60108,0
30194,60113,0
30194,67753,0
30194,68702,0
30194,82845,0
30194,86398,0
30194,89750,0
30194,95832,0
30194,98577,0
30194,99380,0
30194,101461,0
30194,105928,0
30194,110617,0
30194,112417,0
30194,113547,0
30194,116449,0
30194,120367,0
30194,133438,0
30194,134555,0
30196,28355,0
30196,34077,0
30196,113789,0
30196,127894,0
30196,128797,0
30196,130457,0
30196,134043,0
30200,361,0
30200,5505,0
30200,10574,0
30200,13483,0
30200,14844,0
30200,15802,0
30200,17580,0
30200,21198,0
30200,23661,0
30200,25564,0
30200,36045,0
30200,44170,0
30200,46393,0
30200,47392,0
30200,51616,0
30200,53141,0
30200,53172,0
30200,56776,0
30200,64949,0
30200,66917,0
30200,71039,0
30200,72731,0
30200,78330,0
30200,90380,0
30200,105123,0
30200,107721,0
30200,110663,0
30200,115166,0
30200,119316,0
30200,122299,0
30200,125079,0
30200,130594,0
30200,133434,0
30202,11521,0
30202,22060,0
30202,34066,0
30202,52135,0
30202,52622,0
30202,52826,0
30202,75125,0
30202,86606,0
30202,111775,0
30202,122749,0
30202,126465,0
30202,127297,0
30203,3949,0
30203,4503,0
30203,5322,0
30203,8864,0
30203,15390,0
30203,24041,0
30203,27632,0
30203,29927,0
30203,34151,0
30203,35679,0
30203,38286,0
30203,46501,0
30203,57170,0
30203,59874,0
30203,60144,0
30203,66750,0
30203,67233,0
30203,67477,0
30203,69184,0
30203,75205,0
30203,75408,0
30203,77074,0
30203,78647,0
30203,93974,0
30203,101335,0
30203,106366,0
30203,107255,0
30203,109804,0
30203,113983,0
30203,131046,0
30203,131493,0
30203,133689,0
30203,133943,0
30204,6435,0
30204,10250,0
30204,13252,0
30204,22756,0
30204,27669,0
30204,30630,0
30204,32491,0
30204,33805,0
30204,35397,0
30204,39137,0
30204,41497,0
30204,45354,0
30204,67150,0
30204,73078,0
30204,73738,0
30204,83293,0
30204,90151,0
30204,103369,0
30204,119302,0
30204,125655,0
30204,134607,0
30205,257,0
30205,432,0
30205,2377,0
30205,7785,0
30205,13600,0
30205,23298,0
30205,23983,0
30205,30503,0
30205,41481,0
30205,41993,0
30205,44172,0
30205,47762,0
30205,47857,0
30205,49197,0
30205,65261,0
30205,68505,0
30205,79786,0
30205,79828,0
30205,87678,0
30205,95343,0
30205,99693,0
30205,101250,0
30205,107876,0
30205,108358,0
30205,108460,0
30205,110228,0
30205,112065,0
30205,113322,0
30205,114922,0
30205,120552,0
30205,121670,0
30205,122161,0
30205,122727,0
30205,136051,0
30209,7997,0
30209,15744,0
30209,18296,0
30209,19004,0
30209,29857,0
30209,30413,0
30209,37090,0
30209,37712,0
30209,49834,0
30209,59020,0
30209,59710,0
30209,63873,0
30209,68694,0
30209,85443,0
30209,100127,0
30209,102902,0
30209,103730,0
30209,105820,0
30209,106401,0
30209,107791,0
30209,108047,0
30209,114621,0
30209,121822,0
30209,122143,0
30209,123826,0
30209,127896,0
30209,129070,0
30209,133885,0
30209,137043,0
30209,139815,0
30210,32246,0
30210,56335,0
30210,64230,0
30210,75728,0
30210,134940,0
30213,14836,0
30213,19880,0
30213,21556,0
30213,33021,0
30213,35203,0
30213,66605,0
30213,78545,0
30213,80909,0
30213,96723,0
30213,111107,0
30213,113549,0
30213,120617,0
30213,121571,0
30213,121628,0
30213,132608,0
30214,2123,0
30214,12338,0
30214,12820,0
30214,37545,0
30214,58894,0
30214,81993,0
30214,125334,0
30214,130038,0
30214,133331,0
30215,8027,0
30215,12666,0
30215,13494,0
30215,15243,0
30215,15623,0
30215,16749,0
30215,19210,0
30215,25016,0
30215,27984,0
30215,28100,0
30215,29728,0
30215,34549,0
30215,41443,0
30215,41674,0
30215,48616,0
30215,51073,0
30215,61691,0
30215,61751,0
30215,65108,0
30215,66217,0
30215,67340,0
30215,71374,0
30215,82259,0
30215,85918,0
30215,87921,0
30215,96152,0
30215,97451,0
30215,103962,0
30215,106513,0
30215,111733,0
30215,112102,0
30215,116851,0
30215,124365,0
30217,4503,0
30217,5322,0
30217,6713,0
30217,8864,0
30217,15390,0
30217,20430,0
30217,20587,0
30217,24041,0
30217,25159,0
30217,27540,0
30217,31825,0
30217,34151,0
30217,35679,0
30217,46501,0
30217,49084,0
30217,55127,0
30217,57170,0
30217,59721,0
30217,60144,0
30217,67233,0
30217,67477,0
30217,69184,0
30217,75205,0
30217,75408,0
30217,77074,0
30217,93974,0
30217,96206,0
30217,105779,0
30217,113983,0
30217,119527,0
30217,131046,0
30217,133689,0
30217,133943,0
30218,1674,0
30218,5159,0
30218,9615,0
30218,13596,0
30218,14441,0
30218,22161,0
30218,23498,0
30218,24675,0
30218,37763,0
30218,38088,0
30218,41573,0
30218,45595,0
30218,52467,0
30218,53016,0
30218,60324,0
30218,63273,0
30218,65891,0
30218,67503,0
30218,90534,0
30218,91414,0
30218,93356,0
30218,100637,0
30218,102623,0
30218,104692,0
30218,111703,0
30218,112378,0
30218,113979,0
30218,118639,0
30218,119590,0
30218,128500,0
30218,133800,0
30218,137813,0
30218,138639,0
30218,139965,0
30219,4916,0
30219,14331,0
30219,14867,0
30219,17139,0
30219,17725,0
30219,26642,0
30219,26916,0
30219,27999,0
30219,41311,0
30219,41467,0
30219,42294,0
30219,47737,0
30219,48369,0
30219,50453,0
30219,53579,0
30219,58630,0
30219,64022,0
30219,78303,0
30219,79215,0
30219,79969,0
30219,83771,0
30219,88725,0
30219,94196,0
30219,101398,0
30219,114593,0
30219,126912,0
30219,129396,0
30219,130089,0
30219,132524,0
30219,134907,0
30219,138208,0
30220,798,0
30220,18006,0
30220,39623,0
30220,115180,0
30220,127697,0
30223,9067,0
30223,9635,0
30223,12033,0
30223,13141,0
30223,14707,0
30223,15281,0
30223,16186,0
30223,16915,0
30223,43604,0
30223,52050,0
30223,63548,0
30223,64864,0
30223,65715,0
30223,66118,0
30223,73299,0
30223,83213,0
30223,83435,0
30223,83799,0
30223,87302,0
30223,87818,0
30223,91176,0
30223,98754,0
30223,102999,0
30223,106564,0
30223,113784,0
30223,114053,0
30223,125048,0
30223,132741,0
30223,133691,0
30223,138277,0
30229,6410,0
30229,9498,0
30229,11625,0
30229,12873,0
30229,18175,0
30229,20757,0
30229,22112,0
30229,25785,0
30229,27197,0
30229,29035,0
30229,32475,0
30229,33750,0
30229,40191,0
30229,42234,0
30229,46893,0
30229,47240,0
30229,55486,0
30229,59556,0
30229,60523,0
30229,66676,0
30229,72408,0
30229,76925,0
30229,88267,0
30229,91240,0
30229,92785,0
30229,96093,0
30229,103249,0
30229,114292,0
30229,127567,0
30229,133225,0
30231,5156,0
30231,7276,0
30231,11957,0
30231,12005,0
30231,38058,0
30231,38161,0
30231,38382,0
30231,39503,0
30231,41484,0
30231,42853,0
30231,50554,0
30231,51559,0
30231,52851,0
30231,56658,0
30231,67545,0
30231,83831,0
30231,90081,0
30231,93872,0
30231,100585,0
30231,132490,0
30231,135763,0
30232,1163,0
30232,9323,0
30232,13845,0
30232,30999,0
30232,33811,0
30232,33972,0
30232,39263,0
30232,42008,0
30232,43661,0
30232,45467,0
30232,49871,0
30232,58922,0
30232,62430,0
30232,71955,0
30232,76997,0
30232,78823,0
30232,80880,0
30232,84541,0
30232,85553,0
30232,86974,0
30232,90071,0
30232,134033,0
30232,135647,0
30232,139014,0
30233,4204,0
30233,4548,0
30233,5307,0
30233,12247,0
30233,13994,0
30233,14053,0
30233,18300,0
30233,18977,0
30233,19531,0
30233,26264,0
30233,54111,0
30233,57978,0
30233,58155,0
30233,60043,0
30233,61344,0
30233,64679,0
30233,66535,0
30233,86041,0
30233,88471,0
30233,96000,0
30233,101287,0
