srch_id,prop_id
30142,52178
30142,70551
30142,72321
30142,79501
30142,79847
30142,83092
30142,89722
30142,97664
30142,99474
30142,103367
30142,104836
30142,105448
30142,112983
30142,113385
30142,115845
30142,116003
30142,127459
30142,127886
30142,136882
30143,525
30143,2596
30143,10665
30143,15163
30143,18432
30143,27033
30143,27787
30143,32208
30143,40766
30143,51936
30143,66919
30143,67358
30143,114314
30143,116212
30143,117994
30143,132150
30143,134346
30143,138415
30144,3538
30144,20781
30144,23020
30144,28837
30144,29141
30144,31727
30144,36781
30144,52253
30144,52791
30144,61358
30144,62808
30144,70084
30144,72279
30144,78070
30144,78608
30144,80459
30144,82522
30144,83140
30144,87986
30144,88495
30144,89568
30144,90799
30144,92287
30144,93476
30144,107644
30144,117414
30144,121885
30144,133201
30144,136634
30144,139858
30145,38780
30145,41220
30145,42549
30145,48225
30145,52492
30145,80338
30145,108402
30145,109817
30145,111014
30145,111629
30146,2094
30146,5267
30146,5505
30146,10574
30146,13484
30146,14840
30146,14844
30146,15802
30146,16467
30146,16499
30146,17580
30146,36412
30146,42967
30146,44883
30146,46393
30146,47392
30146,47864
30146,51616
30146,52683
30146,53172
30146,53454
30146,56776
30146,71039
30146,79240
30146,90380
30146,115166
30146,119727
30146,121049
30146,123391
30146,125079
30146,126818
30146,131131
30146,137498
30146,139453
30147,4204
30147,4548
30147,58155
30147,96000
30147,105227
30147,105907
30147,131860
30147,132626
30148,3223
30148,5896
30148,26916
30148,27088
30148,42642
30148,46963
30148,48323
30148,129825
30150,10353
30150,10892
30150,16684
30150,20267
30150,25222
30150,25381
30150,27002
30150,30446
30150,31712
30150,32759
30150,37531
30150,46630
30150,47379
30150,48390
30150,53627
30150,54584
30150,63557
30150,65916
30150,71259
30150,73926
30150,81384
30150,82610
30150,85392
30150,86443
30150,89874
30150,94813
30150,112519
30150,117559
30150,119541
30150,125089
30150,136707
30150,138056
30151,1237
30151,6559
30151,6739
30151,11291
30151,11341
30151,13463
30151,16876
30151,19780
30151,21518
30151,25069
30151,25375
30151,33282
30151,34439
30151,35992
30151,39486
30151,43875
30151,45201
30151,74783
30151,78585
30151,78845
30151,82271
30151,90776
30151,92368
30151,92584
30151,100240
30151,106484
30151,107645
30151,114166
30151,118240
30151,120028
30151,121412
30151,126332
30151,128621
30152,3825
30152,40057
30152,63281
30152,87025
30152,103651
30152,132479
30154,149
30154,9128
30154,10895
30154,13158
30154,19055
30154,19675
30154,26052
30154,27982
30154,35328
30154,36183
30154,40027
30154,40209
30154,55011
30154,56431
30154,58883
30154,59389
30154,78814
30154,79737
30154,95914
30154,96284
30154,96994
30154,102366
30154,118666
30154,122153
30154,132383
30154,132669
30154,134406
30154,138900
30155,798
30155,2214
30155,2827
30155,11197
30155,14469
30155,14922
30155,14923
30155,16463
30155,18006
30155,18961
30155,30374
30155,36990
30155,39623
30155,52921
30155,53003
30155,63922
30155,64217
30155,67658
30155,70747
30155,93131
30155,95382
30155,105932
30155,108956
30155,115180
30155,127697
30155,130440
30155,133555
30155,137210
30156,1437
30156,5853
30156,6852
30156,10538
30156,12651
30156,18206
30156,28679
30156,34860
30156,38917
30156,39849
30156,40491
30156,42101
30156,47102
30156,48985
30156,49210
30156,55230
30156,56255
30156,57001
30156,59131
30156,61179
30156,61950
30156,65235
30156,65779
30156,75317
30156,81089
30156,105449
30156,109950
30156,112575
30156,120828
30156,125378
30156,126116
30156,133321
30156,138445
30157,9072
30157,12681
30157,25938
30157,26788
30157,27152
30157,53736
30157,60255
30157,62058
30157,76458
30157,89348
30157,93616
30157,131979
30157,137122
30157,137647
30159,924
30159,10132
30159,14515
30159,19931
30159,20087
30159,23723
30159,38164
30159,39842
30159,40836
30159,45875
30159,50432
30159,61639
30159,62152
30159,69411
30159,75781
30159,76969
30159,80833
30159,90386
30159,93485
30159,98714
30159,105534
30159,113035
30159,117870
30159,121162
30159,122895
30159,128632
30159,130541
30159,131958
30159,132972
30159,138205
30159,138371
30159,139847
30160,19143
30160,25510
30160,32504
30160,58180
30160,102814
30160,135257
30160,136700
30160,137089
30161,3294
30161,5538
30161,7928
30161,10268
30161,30467
30161,42834
30161,57240
30161,66989
30161,74594
30161,77113
30161,93714
30161,99937
30161,108401
30161,112998
30161,115418
30161,121166
30161,121667
30161,122084
30161,122789
30161,132694
30161,140495
30162,6158
30162,6616
30162,18971
30162,23620
30162,25700
30162,28486
30162,29616
30162,39000
30162,43910
30162,45340
30162,48409
30162,49708
30162,53507
30162,54644
30162,56704
30162,57879
30162,60315
30162,65641
30162,70825
30162,71155
30162,76088
30162,77242
30162,84265
30162,90868
30162,93267
30162,95511
30162,110199
30162,113323
30162,113431
30162,113705
30162,117402
30162,122911
30162,124180
30162,134663
30167,792
30167,4141
30167,9288
30167,17926
30167,20379
30167,23881
30167,53972
30167,54406
30167,62083
30167,67402
30167,67435
30167,79811
30167,85251
30167,88067
30167,94655
30167,95553
30167,102333
30167,103757
30167,108448
30167,112900
30167,117037
30167,118086
30167,140078
30167,140138
30168,5812
30168,11112
30168,11218
30168,16643
30168,17579
30168,24226
30168,27199
30168,27626
30168,28531
30168,37140
30168,38752
30168,39042
30168,43021
30168,43421
30168,54505
30168,70573
30168,72405
30168,84566
30168,89112
30168,92240
30168,93241
30168,95662
30168,103890
30168,107718
30168,110158
30168,115835
30168,120079
30168,120093
30168,124092
30168,134594
30168,135559
30169,12633
30169,15207
30169,15443
30169,21264
30169,23868
30169,28940
30169,38419
30169,39557
30169,46443
30169,54004
30169,59642
30169,60468
30169,60846
30169,61127
30169,66253
30169,70177
30169,71086
30169,73820
30169,77795
30169,78500
30169,79187
30169,89699
30169,90845
30169,91390
30169,95143
30169,105377
30169,109764
30169,110263
30169,110654
30169,110767
30169,116942
30169,131717
30169,132451
30170,323
30170,11050
30170,18065
30170,24570
30170,27276
30170,38947
30170,41764
30170,51227
30170,56965
30170,60095
30170,62697
30170,66488
30170,71579
30170,73297
30170,73599
30170,78311
30170,79980
30170,81985
30170,87184
30170,91967
30170,93839
30170,99593
30170,101428
30170,105251
30170,110458
30170,117515
30170,120602
30170,123694
30170,123939
30170,125201
30170,130724
30170,132285
30172,1533
30172,4629
30172,6440
30172,14126
30172,22673
30172,27999
30172,28159
30172,32760
30172,32867
30172,34436
30172,37145
30172,41467
30172,42712
30172,43587
30172,44791
30172,48066
30172,51912
30172,64433
30172,75249
30172,79934
30172,80949
30172,86846
30172,96836
30172,107963
30172,109727
30172,113433
30172,122708
30172,123004
30172,132363
30172,135208
30173,567
30173,786
30173,16596
30173,22008
30173,34227
30173,38072
30173,52059
30173,54734
30173,55876
30173,58187
30173,69835
30173,78458
30173,92755
30173,97126
30173,100143
30173,104103
30173,106784
30173,107942
30173,109376
30173,109667
30173,110541
30173,112243
30173,112490
30173,112547
30173,113146
30173,115102
30173,120795
30173,129486
30173,133270
30173,136626
30173,138871
30175,149
30175,10438
30175,15705
30175,16128
30175,25464
30175,27982
30175,36183
30175,54517
30175,56761
30175,58079
30175,58094
30175,59389
30175,72122
30175,86442
30175,115234
30175,118666
30175,132669
30175,134568
30176,1211
30176,5132
30176,7377
30176,8374
30176,25979
30176,28517
30176,35010
30176,38064
30176,38913
30176,40048
30176,49928
30176,52263
30176,54359
30176,57125
30176,57934
30176,59042
30176,64872
30176,69171
30176,70624
30176,72631
30176,77574
30176,78150
30176,78642
30176,79106
30176,87154
30176,87256
30176,90920
30176,93594
30176,98719
30176,113402
30176,120248
30176,123709
30176,126789
30176,135238
30182,8212
30182,9253
30182,11066
30182,12248
30182,19731
30182,24996
30182,31750
30182,32625
30182,35245
30182,36029
30182,40629
30182,40974
30182,44693
30182,48090
30182,52681
30182,52838
30182,56417
30182,57997
30182,59779
30182,72684
30182,103937
30182,104087
30182,111860
30182,115779
30182,117667
30182,119952
30182,121071
30182,127482
30183,3583
30183,6603
30183,8224
30183,8626
30183,9206
30183,12869
30183,19278
30183,21891
30183,23435
30183,26194
30183,27567
30183,36416
30183,38196
30183,38357
30183,38751
30183,40692
30183,44960
30183,52558
30183,57961
30183,64817
30183,68280
30183,71127
30183,76536
30183,80145
30183,89593
30183,94634
30183,95193
30183,103916
30183,109768
30183,112383
30183,120068
30183,134758
30183,140040
30184,7341
30184,12241
30184,28526
30184,46611
30184,49532
30184,76384
30184,84829
30184,90266
30184,125881
30185,1811
30185,2933
30185,3271
30185,7670
30185,11690
30185,14798
30185,21219
30185,27421
30185,31773
30185,33138
30185,34439
30185,35956
30185,41552
30185,41867
30185,49536
30185,58859
30185,59263
30185,64610
30185,69680
30185,73141
30185,74804
30185,75631
30185,79044
30185,81798
30185,84141
30185,84767
30185,100255
30185,119251
30185,120624
30185,138098
30185,139776
30186,210
30186,15710
30186,17154
30186,25889
30186,29304
30186,32794
30186,34624
30186,37917
30186,41139
30186,41364
30186,47119
30186,47707
30186,52927
30186,53639
30186,59350
30186,63200
30186,65346
30186,65689
30186,66457
30186,76191
30186,78114
30186,82857
30186,85349
30186,89401
30186,97201
30186,109182
30186,113400
30186,114404
30186,114410
30186,118739
30186,128295
30186,128812
30186,138984
30190,7237
30190,8522
30190,16202
30190,24662
30190,35288
30190,38358
30190,49168
30190,63859
30190,67640
30190,70335
30190,76808
30190,82076
30190,107599
30190,110202
30190,113040
30190,121356
30190,128015
30190,132337
30190,132452
30190,138227
30191,12309
30191,13956
30191,30038
30191,39870
30191,43013
30191,45586
30191,46263
30191,46656
30191,46669
30191,51998
30191,56241
30191,59589
30191,59870
30191,62961
30191,63772
30191,69532
30191,72895
30191,72896
30191,74167
30191,74504
30191,83593
30191,84201
30191,86881
30191,94552
30191,96693
30191,111577
30191,113231
30191,113530
30191,114214
30191,128803
30191,130223
30191,134738
30193,1064
30193,7264
30193,9222
30193,9775
30193,11429
30193,12915
30193,14437
30193,14770
30193,18280
30193,24050
30193,24096
30193,27619
30193,34304
30193,35495
30193,43228
30193,43757
30193,51517
30193,51899
30193,52839
30193,66380
30193,66861
30193,67144
30193,68153
30193,72106
30193,74580
30193,93609
30193,93795
30193,96104
30193,97689
30193,103812
30193,122659
30193,127468
30193,136353
30194,3728
30194,8834
30194,21243
30194,22529
30194,25253
30194,30320
30194,44111
30194,48520
30194,49062
30194,50856
30194,52148
30194,58684
30194,59422
30194,60108
30194,60113
30194,67753
30194,68702
30194,82845
30194,86398
30194,89750
30194,95832
30194,98577
30194,99380
30194,101461
30194,105928
30194,110617
30194,112417
30194,113547
30194,116449
30194,120367
30194,133438
30194,134555
30196,28355
30196,34077
30196,113789
30196,127894
30196,128797
30196,130457
30196,134043
30200,361
30200,5505
30200,10574
30200,13483
30200,14844
30200,15802
30200,17580
30200,21198
30200,23661
30200,25564
30200,36045
30200,44170
30200,46393
30200,47392
30200,51616
30200,53141
30200,53172
30200,56776
30200,64949
30200,66917
30200,71039
30200,72731
30200,78330
30200,90380
30200,105123
30200,107721
30200,110663
30200,115166
30200,119316
30200,122299
30200,125079
30200,130594
30200,133434
30202,11521
30202,22060
30202,34066
30202,52135
30202,52622
30202,52826
30202,75125
30202,86606
30202,111775
30202,122749
30202,126465
30202,127297
30203,3949
30203,4503
30203,5322
30203,8864
30203,15390
30203,24041
30203,27632
30203,29927
30203,34151
30203,35679
30203,38286
30203,46501
30203,57170
30203,59874
30203,60144
30203,66750
30203,67233
30203,67477
30203,69184
30203,75205
30203,75408
30203,77074
30203,78647
30203,93974
30203,101335
30203,106366
30203,107255
30203,109804
30203,113983
30203,131046
30203,131493
30203,133689
30203,133943
30204,6435
30204,10250
30204,13252
30204,22756
30204,27669
30204,30630
30204,32491
30204,33805
30204,35397
30204,39137
30204,41497
30204,45354
30204,67150
30204,73078
30204,73738
30204,83293
30204,90151
30204,103369
30204,119302
30204,125655
30204,134607
30205,257
30205,432
30205,2377
30205,7785
30205,13600
30205,23298
30205,23983
30205,30503
30205,41481
30205,41993
30205,44172
30205,47762
30205,47857
30205,49197
30205,65261
30205,68505
30205,79786
30205,79828
30205,87678
30205,95343
30205,99693
30205,101250
30205,107876
30205,108358
30205,108460
30205,110228
30205,112065
30205,113322
30205,114922
30205,120552
30205,121670
30205,122161
30205,122727
30205,136051
30209,7997
30209,15744
30209,18296
30209,19004
30209,29857
30209,30413
30209,37090
30209,37712
30209,49834
30209,59020
30209,59710
30209,63873
30209,68694
30209,85443
30209,100127
30209,102902
30209,103730
30209,105820
30209,106401
30209,107791
30209,108047
30209,114621
30209,121822
30209,122143
30209,123826
30209,127896
30209,129070
30209,133885
30209,137043
30209,139815
30210,32246
30210,56335
30210,64230
30210,75728
30210,134940
30213,14836
30213,19880
30213,21556
30213,33021
30213,35203
30213,66605
30213,78545
30213,80909
30213,96723
30213,111107
30213,113549
30213,120617
30213,121571
30213,121628
30213,132608
30214,2123
30214,12338
30214,12820
30214,37545
30214,58894
30214,81993
30214,125334
30214,130038
30214,133331
30215,8027
30215,12666
30215,13494
30215,15243
30215,15623
30215,16749
30215,19210
30215,25016
30215,27984
30215,28100
30215,29728
30215,34549
30215,41443
30215,41674
30215,48616
30215,51073
30215,61691
30215,61751
30215,65108
30215,66217
30215,67340
30215,71374
30215,82259
30215,85918
30215,87921
30215,96152
30215,97451
30215,103962
30215,106513
30215,111733
30215,112102
30215,116851
30215,124365
30217,4503
30217,5322
30217,6713
30217,8864
30217,15390
30217,20430
30217,20587
30217,24041
30217,25159
30217,27540
30217,31825
30217,34151
30217,35679
30217,46501
30217,49084
30217,55127
30217,57170
30217,59721
30217,60144
30217,67233
30217,67477
30217,69184
30217,75205
30217,75408
30217,77074
30217,93974
30217,96206
30217,105779
30217,113983
30217,119527
30217,131046
30217,133689
30217,133943
30218,1674
30218,5159
30218,9615
30218,13596
30218,14441
30218,22161
30218,23498
30218,24675
30218,37763
30218,38088
30218,41573
30218,45595
30218,52467
30218,53016
30218,60324
30218,63273
30218,65891
30218,67503
30218,90534
30218,91414
30218,93356
30218,100637
30218,102623
30218,104692
30218,111703
30218,112378
30218,113979
30218,118639
30218,119590
30218,128500
30218,133800
30218,137813
30218,138639
30218,139965
30219,4916
30219,14331
30219,14867
30219,17139
30219,17725
30219,26642
30219,26916
30219,27999
30219,41311
30219,41467
30219,42294
30219,47737
30219,48369
30219,50453
30219,53579
30219,58630
30219,64022
30219,78303
30219,79215
30219,79969
30219,83771
30219,88725
30219,94196
30219,101398
30219,114593
30219,126912
30219,129396
30219,130089
30219,132524
30219,134907
30219,138208
30220,798
30220,18006
30220,39623
30220,115180
30220,127697
30223,9067
30223,9635
30223,12033
30223,13141
30223,14707
30223,15281
30223,16186
30223,16915
30223,43604
30223,52050
30223,63548
30223,64864
30223,65715
30223,66118
30223,73299
30223,83213
30223,83435
30223,83799
30223,87302
30223,87818
30223,91176
30223,98754
30223,102999
30223,106564
30223,113784
30223,114053
30223,125048
30223,132741
30223,133691
30223,138277
30229,6410
30229,9498
30229,11625
30229,12873
30229,18175
30229,20757
30229,22112
30229,25785
30229,27197
30229,29035
30229,32475
30229,33750
30229,40191
30229,42234
30229,46893
30229,47240
30229,55486
30229,59556
30229,60523
30229,66676
30229,72408
30229,76925
30229,88267
30229,91240
30229,92785
30229,96093
30229,103249
30229,114292
30229,127567
30229,133225
30231,5156
30231,7276
30231,11957
30231,12005
30231,38058
30231,38161
30231,38382
30231,39503
30231,41484
30231,42853
30231,50554
30231,51559
30231,52851
30231,56658
30231,67545
30231,83831
30231,90081
30231,93872
30231,100585
30231,132490
30231,135763
30232,1163
30232,9323
30232,13845
30232,30999
30232,33811
30232,33972
30232,39263
30232,42008
30232,43661
30232,45467
30232,49871
30232,58922
30232,62430
30232,71955
30232,76997
30232,78823
30232,80880
30232,84541
30232,85553
30232,86974
30232,90071
30232,134033
30232,135647
30232,139014
30233,4204
30233,4548
30233,5307
30233,12247
30233,13994
30233,14053
30233,18300
30233,18977
30233,19531
30233,26264
30233,54111
30233,57978
30233,58155
30233,60043
30233,61344
30233,64679
30233,66535
30233,86041
30233,88471
30233,96000
30233,101287
30233,104976
30233,105227
30233,105907
30233,113298
30233,119367
30233,131156
30233,131860
30233,132626
30234,3893
30234,6971
30234,7793
30234,10805
30234,13323
30234,14943
30234,20197
30234,21533
30234,24644
30234,29738
30234,31084
30234,36484
30234,38228
30234,38937
30234,39109
30234,46223
30234,46256
30234,54680
30234,68819
30234,69276
30234,71391
30234,78448
30234,80045
30234,83328
30234,85922
30234,97789
30234,104188
30234,105334
30234,105764
30234,108752
30234,126050
30234,130618
30234,134004
30236,15981
30236,16737
30236,28355
30236,34077
30236,46365
30236,51533
30236,128797
30236,130457
30236,131087
30236,132257
30237,1934
30237,5710
30237,9775
30237,11103
30237,12721
30237,12813
30237,20947
30237,21065
30237,21815
30237,22082
30237,31871
30237,32437
30237,36551
30237,40649
30237,42232
30237,42356
30237,46333
30237,56298
30237,62105
30237,66371
30237,71285
30237,73359
30237,74580
30237,76037
30237,84455
30237,85833
30237,90668
30237,97537
30237,113405
30237,114057
30237,121764
30237,127523
30237,136353
30238,2738
30238,7827
30238,11908
30238,12381
30238,19207
30238,19536
30238,23633
30238,29241
30238,30113
30238,32155
30238,59777
30238,70252
30238,70514
30238,72982
30238,78132
30238,81004
30238,82041
30238,84468
30238,86265
30238,89169
30238,93137
30238,97809
30238,99674
30238,108568
30238,108783
30238,110430
30238,124565
30238,130923
30238,133873
30238,135919
30239,12672
30239,19851
30239,20483
30239,27236
30239,30368
30239,31010
30239,32323
30239,37529
30239,44029
30239,44720
30239,47047
30239,47605
30239,51937
30239,52140
30239,52695
30239,55881
30239,60504
30239,67621
30239,67780
30239,83800
30239,89435
30239,92715
30239,93774
30239,99284
30239,101130
30239,103477
30239,104525
30239,116720
30239,121441
30239,132853
30239,135185
30239,137124
30239,138923
30240,29422
30240,30660
30240,41700
30240,53806
30240,59048
30240,89495
30240,98772
30240,100350
30240,134703
30240,135635
30241,13024
30241,14042
30241,34211
30241,35437
30241,36574
30241,41158
30241,43446
30241,47143
30241,66999
30241,68469
30241,69216
30241,72939
30241,73628
30241,73979
30241,76133
30241,88925
30241,104909
30241,117620
30241,121361
30241,123668
30241,126762
30241,130653
30241,131545
30241,135362
30241,136216
30244,3128
30244,4180
30244,14538
30244,19334
30244,22286
30244,42023
30244,45516
30244,45553
30244,51854
30244,52189
30244,56342
30244,60538
30244,63829
30244,64871
30244,66730
30244,88038
30244,89314
30244,89930
30244,96054
30244,129503
30244,139269
30244,140059
30246,4881
30246,8998
30246,19850
30246,20699
30246,20851
30246,33515
30246,49673
30246,54175
30246,60135
30246,61860
30246,62990
30246,85439
30246,98301
30246,102481
30246,109820
30246,110883
30246,129185
30246,134041
30246,134972
30246,135846
30246,137268
30247,2506
30247,8706
30247,9223
30247,9456
30247,12263
30247,19626
30247,21244
30247,24646
30247,26422
30247,28522
30247,32045
30247,35975
30247,38256
30247,41396
30247,50553
30247,53745
30247,57728
30247,60046
30247,81150
30247,87459
30247,90658
30247,92078
30247,92733
30247,95225
30247,99326
30247,103663
30247,104217
30247,109237
30247,115096
30247,122377
30247,124355
30247,125002
30247,130073
30248,5193
30248,15808
30248,21193
30248,22511
30248,30514
30248,32314
30248,36874
30248,40670
30248,40797
30248,41446
30248,60545
30248,62798
30248,63423
30248,63609
30248,65311
30248,66025
30248,66191
30248,78723
30248,102271
30248,109284
30248,111283
30248,113081
30248,113975
30248,116103
30248,118103
30248,124335
30248,124761
30248,125943
30248,132653
30248,134224
30249,13553
30249,13566
30249,18819
30249,50414
30249,52255
30249,57965
30249,90734
30249,118022
30249,129193
30250,6490
30250,17287
30250,17921
30250,22272
30250,31480
30250,35222
30250,39982
30250,41742
30250,41749
30250,42927
30250,43663
30250,48098
30250,49319
30250,53791
30250,59936
30250,63603
30250,66271
30250,67105
30250,67485
30250,70396
30250,72482
30250,73310
30250,89190
30250,90647
30250,92543
30250,96655
30250,100868
30250,107618
30250,111936
30250,122323
30250,136606
30251,5786
30251,10771
30251,14301
30251,15934
30251,21599
30251,29709
30251,32765
30251,34744
30251,37646
30251,42541
30251,44625
30251,45577
30251,46803
30251,49291
30251,50957
30251,52390
30251,52992
30251,70308
30251,75282
30251,76505
30251,79915
30251,82909
30251,92886
30251,96166
30251,99046
30251,103748
30251,112570
30251,122761
30251,126908
30251,129632
30251,130519
30251,133576
30251,136265
30252,2198
30252,2741
30252,4127
30252,13567
30252,26606
30252,30695
30252,31439
30252,32973
30252,36648
30252,53669
30252,58579
30252,64284
30252,74784
30252,77875
30252,82124
30252,82721
30252,84438
30252,95203
30252,100395
30252,100710
30252,105852
30252,108801
30252,113467
30252,119069
30252,119663
30252,122799
30252,124136
30252,134280
30252,137345
30252,140564
30255,68
30255,20251
30255,23976
30255,36220
30255,40418
30255,53073
30255,54158
30255,54603
30255,55351
30255,60034
30255,60111
30255,65005
30255,65041
30255,73810
30255,75350
30255,77338
30255,78888
30255,83385
30255,86166
30255,91142
30255,96399
30255,98585
30255,100416
30255,104822
30255,115350
30255,119709
30255,132362
30255,132455
30255,134405
30255,140634
30256,550
30256,603
30256,1660
30256,6540
30256,12274
30256,16583
30256,18595
30256,21716
30256,21960
30256,22739
30256,24397
30256,33166
30256,35618
30256,39215
30256,43720
30256,48218
30256,55381
30256,56438
30256,57166
30256,60490
30256,64381
30256,66876
30256,69709
30256,75393
30256,77294
30256,106489
30256,108642
30256,114531
30256,121418
30256,122232
30256,126884
30256,132441
30256,136691
30258,1844
30258,8791
30258,11158
30258,17270
30258,19857
30258,23614
30258,24626
30258,41079
30258,45852
30258,55528
30258,56810
30258,72778
30258,73123
30258,73277
30258,85030
30258,89076
30258,89919
30258,103266
30258,105168
30258,107191
30258,108182
30258,108558
30258,109221
30258,109571
30258,123289
30258,125757
30258,128904
30258,130439
30258,135328
30258,138012
30259,10353
30259,10892
30259,20267
30259,25222
30259,25381
30259,27002
30259,30446
30259,31712
30259,32759
30259,37531
30259,46630
30259,49735
30259,53627
30259,54584
30259,63557
30259,71259
30259,73926
30259,73951
30259,81384
30259,82610
30259,89874
30259,90757
30259,109535
30259,112519
30259,114167
30259,117559
30259,119541
30259,125089
30259,129912
30259,136707
30259,138056
30259,139865
30260,4292
30260,12343
30260,20772
30260,28347
30260,29402
30260,44885
30260,48071
30260,52500
30260,59471
30260,71849
30260,72511
30260,75218
30260,82210
30260,85773
30260,86340
30260,93071
30260,94863
30260,96090
30260,101874
30260,124741
30260,130981
30260,132696
30260,133710
30260,137602
30260,139855
30261,89
30261,715
30261,2959
30261,3279
30261,6718
30261,9469
30261,9752
30261,21362
30261,28805
30261,30931
30261,32410
30261,33968
30261,39019
30261,42181
30261,46526
30261,48468
30261,53533
30261,54077
30261,61135
30261,61720
30261,61840
30261,72121
30261,72135
30261,72955
30261,74283
30261,76561
30261,99722
30261,103922
30261,111649
30261,112841
30261,128317
30261,135439
30261,135544
30263,1115
30263,8408
30263,10731
30263,12785
30263,16118
30263,26910
30263,29598
30263,30271
30263,42618
30263,48019
30263,52527
